<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
NVTK,5,20210309,173000,1454.2000000,1455.6000000,1452.4000000,1455.6000000,10145
NVTK,5,20210309,173500,1454.4000000,1457.6000000,1452.4000000,1455.4000000,56785
NVTK,5,20210309,174000,1456.0000000,1457.8000000,1454.4000000,1455.6000000,18091
NVTK,5,20210309,174500,1455.6000000,1459.2000000,1454.6000000,1459.2000000,22400
NVTK,5,20210309,175000,1459.2000000,1464.8000000,1458.0000000,1464.8000000,38392
NVTK,5,20210309,175500,1464.2000000,1467.6000000,1464.2000000,1464.6000000,36496
NVTK,5,20210309,180000,1465.2000000,1471.0000000,1465.2000000,1468.0000000,70130
NVTK,5,20210309,180500,1468.0000000,1468.0000000,1463.4000000,1464.6000000,31021
NVTK,5,20210309,181000,1465.0000000,1466.4000000,1463.4000000,1464.0000000,21257
NVTK,5,20210309,181500,1464.0000000,1465.0000000,1463.8000000,1464.0000000,4448
NVTK,5,20210309,182000,1464.0000000,1467.4000000,1464.0000000,1467.4000000,15440
NVTK,5,20210309,182500,1466.6000000,1467.4000000,1459.2000000,1459.8000000,31865
NVTK,5,20210309,183000,1459.8000000,1463.0000000,1459.0000000,1462.2000000,17750
NVTK,5,20210309,183500,1463.0000000,1465.0000000,1462.4000000,1465.0000000,12509
NVTK,5,20210309,184000,1464.4000000,1466.4000000,1463.6000000,1464.2000000,19657
NVTK,5,20210309,185000,1466.8000000,1466.8000000,1466.8000000,1466.8000000,42883
NVTK,5,20210309,190500,1459.0000000,1459.0000000,1459.0000000,1459.0000000,72
NVTK,5,20210309,191000,1461.8000000,1463.8000000,1460.6000000,1461.4000000,1943
NVTK,5,20210309,191500,1462.6000000,1462.6000000,1458.0000000,1459.0000000,12482
NVTK,5,20210309,192000,1459.0000000,1461.4000000,1457.2000000,1460.2000000,3511
NVTK,5,20210309,192500,1460.2000000,1460.2000000,1458.0000000,1458.2000000,1884
NVTK,5,20210309,193000,1458.2000000,1460.6000000,1458.2000000,1458.8000000,2142
NVTK,5,20210309,193500,1458.8000000,1459.4000000,1455.0000000,1455.4000000,6144
NVTK,5,20210309,194000,1456.0000000,1456.6000000,1455.0000000,1455.2000000,2438
NVTK,5,20210309,194500,1455.2000000,1457.6000000,1455.0000000,1455.4000000,4740
NVTK,5,20210309,195000,1455.4000000,1459.4000000,1453.6000000,1459.0000000,5400
NVTK,5,20210309,195500,1459.0000000,1459.6000000,1458.0000000,1459.2000000,1551
NVTK,5,20210309,200000,1459.2000000,1462.0000000,1458.2000000,1460.6000000,1727
NVTK,5,20210309,200500,1461.0000000,1462.0000000,1459.2000000,1459.2000000,1380
NVTK,5,20210309,201000,1459.6000000,1461.0000000,1459.0000000,1461.0000000,745
NVTK,5,20210309,201500,1461.0000000,1462.0000000,1460.0000000,1460.8000000,1712
NVTK,5,20210309,202000,1461.6000000,1463.2000000,1460.0000000,1460.6000000,7190
NVTK,5,20210309,202500,1460.0000000,1460.0000000,1458.4000000,1459.0000000,2053
NVTK,5,20210309,203000,1459.0000000,1459.0000000,1457.4000000,1457.6000000,5409
NVTK,5,20210309,203500,1458.6000000,1458.6000000,1457.4000000,1457.6000000,277
NVTK,5,20210309,204000,1457.6000000,1459.8000000,1457.6000000,1458.4000000,906
NVTK,5,20210309,204500,1458.0000000,1459.4000000,1457.8000000,1458.0000000,1009
NVTK,5,20210309,205000,1458.0000000,1459.0000000,1457.8000000,1458.0000000,261
NVTK,5,20210309,205500,1458.8000000,1459.0000000,1457.0000000,1458.0000000,384
NVTK,5,20210309,210000,1458.0000000,1458.4000000,1457.2000000,1457.2000000,310
NVTK,5,20210309,210500,1457.2000000,1461.8000000,1457.2000000,1459.4000000,3240
NVTK,5,20210309,211000,1460.4000000,1461.0000000,1459.0000000,1460.0000000,554
NVTK,5,20210309,211500,1460.8000000,1460.8000000,1459.8000000,1459.8000000,183
NVTK,5,20210309,212000,1459.8000000,1459.8000000,1458.4000000,1458.4000000,1883
NVTK,5,20210309,212500,1458.6000000,1459.6000000,1458.4000000,1458.4000000,278
